tconst,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,titleId,title,isOriginalTitle,averageRating,numVotes,nconst,category,primaryName
tt0044557,movie,Don't Bother to Knock,Don't Bother to Knock,1952.0,76.0,"Drama,Film-Noir,Mystery",tt0044557,Troublez-moi ce soir,0,6.8,7809,nm0001928,director,Roy Ward Baker
tt0045911,movie,Inferno,Inferno,1953.0,83.0,"Crime,Drama,Romance",tt0045911,La piste fatale,0,7.0,1715,nm0001928,director,Roy Ward Baker
tt0050803,movie,The One That Got Away,The One That Got Away,1957.0,111.0,"Adventure,Drama,War",tt0050803,L'évadé du camp 1,0,7.1,2287,nm0001928,director,Roy Ward Baker
tt0062168,movie,Quatermass and the Pit,Quatermass and the Pit,1967.0,97.0,"Horror,Mystery,Sci-Fi",tt0062168,Le Monstre des abîmes,0,7.0,10773,nm0001928,director,Roy Ward Baker
tt0062671,movie,The Anniversary,The Anniversary,1968.0,95.0,"Comedy,Drama,Thriller",tt0062671,The Anniversary,0,6.9,2719,nm0001928,director,Roy Ward Baker
tt0066518,movie,The Vampire Lovers,The Vampire Lovers,1970.0,91.0,Horror,tt0066518,The Vampire Lovers,0,6.4,6672,nm0001928,director,Roy Ward Baker
tt0067713,movie,Scars of Dracula,Scars of Dracula,1970.0,95.0,Horror,tt0067713,Les Cicatrices de Dracula,0,6.1,5957,nm0001928,director,Roy Ward Baker
tt0068230,movie,Asylum,Asylum,1972.0,88.0,Horror,tt0068230,L'asile,0,6.5,7568,nm0001928,director,Roy Ward Baker
tt0068502,movie,Dr Jekyll & Sister Hyde,Dr Jekyll & Sister Hyde,1971.0,97.0,"Horror,Sci-Fi",tt0068502,Dr. Jekyll et Sister Hyde,0,6.6,3411,nm0001928,director,Roy Ward Baker
tt0069715,movie,And Now the Screaming Starts!,And Now the Screaming Starts!,1973.0,91.0,Horror,tt0069715,And Now the Screaming Starts!,0,5.9,2833,nm0001928,director,Roy Ward Baker
tt0070297,movie,The Legend of the 7 Golden Vampires,The Legend of the 7 Golden Vampires,1974.0,89.0,"Action,Horror",tt0070297,Les 7 Vampires d'or,0,5.9,4488,nm0001928,director,Roy Ward Baker
tt0070868,movie,The Vault of Horror,The Vault of Horror,1973.0,87.0,Horror,tt0070868,Le caveau de la terreur,0,6.5,5792,nm0001928,director,Roy Ward Baker
tt0081178,movie,The Monster Club,The Monster Club,1981.0,94.0,"Comedy,Horror,Musical",tt0081178,Le club des monstres,0,5.9,4148,nm0001928,director,Roy Ward Baker
tt0046921,movie,Doctor in the House,Doctor in the House,1954.0,92.0,Comedy,tt0046921,Toubib or not toubib,0,6.6,1517,nm0859387,director,Ralph Thomas
tt0047797,movie,Above Us the Waves,Above Us the Waves,1955.0,99.0,"Drama,War",tt0047797,Opération Tirpitz,0,6.6,1532,nm0859387,director,Ralph Thomas
tt0048001,movie,Doctor at Sea,Doctor at Sea,1955.0,93.0,Comedy,tt0048001,Rendez-vous à Rio,0,5.8,1053,nm0859387,director,Ralph Thomas
tt0049369,movie,The Iron Petticoat,The Iron Petticoat,1956.0,87.0,Comedy,tt0049369,"Whisky, vodka et jupon de fer",0,5.1,1187,nm0859387,director,Ralph Thomas
tt0055831,movie,Carry on Cruising,Carry on Cruising,1962.0,89.0,"Comedy,Romance",tt0055831,La folle croisière,0,6.1,2999,nm0859387,director,Ralph Thomas
tt0039822,movie,Le Silence de la Mer,Le silence de la mer,1949.0,87.0,"Drama,Romance,War",tt0039822,Le silence de la mer,0,7.6,5338,nm0578483,director,Jean-Pierre Melville
tt0042436,movie,Les Enfants Terribles,Les enfants terribles,1950.0,105.0,Drama,tt0042436,Les enfants terribles,0,7.0,4173,nm0578483,director,Jean-Pierre Melville
tt0047892,movie,Bob le Flambeur,Bob le flambeur,1956.0,98.0,"Crime,Drama,Thriller",tt0047892,Bob le flambeur,0,7.6,12748,nm0578483,director,Jean-Pierre Melville
tt0054821,movie,Le Doulos,Le doulos,1962.0,108.0,"Crime,Thriller",tt0054821,Le doulos,0,7.7,11314,nm0578483,director,Jean-Pierre Melville
tt0055082,movie,"Léon Morin, Priest","Léon Morin, prêtre",1961.0,117.0,"Drama,Romance,War",tt0055082,"Léon Morin, prêtre",0,7.5,5337,nm0578483,director,Jean-Pierre Melville
tt0056845,movie,Magnet of Doom,L'aîné des Ferchaux,1963.0,102.0,"Adventure,Crime,Drama",tt0056845,L'aîné des Ferchaux,0,6.5,1664,nm0578483,director,Jean-Pierre Melville
tt0060305,movie,Le Deuxième Souffle,Le deuxième souffle,1966.0,150.0,"Crime,Drama",tt0060305,Le deuxième souffle,0,7.9,6288,nm0578483,director,Jean-Pierre Melville
tt0062229,movie,Le Samouraï,Le Samouraï,1967.0,105.0,"Crime,Drama",tt0062229,Le samouraï,0,8.0,53204,nm0578483,director,Jean-Pierre Melville
tt0064040,movie,Army of Shadows,L'armée des ombres,1969.0,145.0,"Drama,War",tt0064040,L'armée des ombres,0,8.1,24474,nm0578483,director,Jean-Pierre Melville
tt0065531,movie,Le Cercle Rouge,Le cercle rouge,1970.0,140.0,"Crime,Drama,Thriller",tt0065531,Le cercle rouge,0,7.9,26375,nm0578483,director,Jean-Pierre Melville
tt0067900,movie,A Cop,Un flic,1972.0,98.0,"Crime,Thriller",tt0067900,Un flic,0,7.0,10129,nm0578483,director,Jean-Pierre Melville
tt0043325,movie,Bedtime for Bonzo,Bedtime for Bonzo,1951.0,83.0,"Comedy,Family,Romance",tt0043325,Les Aventures de Bonzo,0,5.5,1041,nm0208111,director,Frederick De Cordova
tt0060429,movie,Frankie and Johnny,Frankie and Johnny,1966.0,87.0,"Comedy,Musical,Romance",tt0060429,Une rousse qui porte bonheur,0,5.6,2222,nm0208111,director,Frederick De Cordova
tt0039949,movie,It Happened in Europe,Valahol Európában,1947.0,100.0,Drama,tt0039949,Quelque part en Europe,0,7.6,1019,nm0902839,director,Géza von Radványi
tt0039973,movie,The Web,The Web,1947.0,87.0,"Crime,Drama,Film-Noir",tt0039973,Le traquenard,0,7.1,1308,nm0330456,director,Michael Gordon
tt0042052,movie,Woman in Hiding,Woman in Hiding,1950.0,92.0,"Crime,Drama,Film-Noir",tt0042052,L'araignée,0,6.8,1017,nm0330456,director,Michael Gordon
tt0044015,movie,The Secret of Convict Lake,The Secret of Convict Lake,1951.0,83.0,Western,tt0044015,L'énigme du lac noir,0,6.9,1348,nm0330456,director,Michael Gordon
tt0053172,movie,Pillow Talk,Pillow Talk,1959.0,102.0,"Comedy,Romance",tt0053172,Confidences sur l'oreiller,0,7.4,18065,nm0330456,director,Michael Gordon
tt0054197,movie,Portrait in Black,Portrait in Black,1960.0,112.0,"Crime,Drama,Mystery",tt0054197,Meurtre sans faire-part,0,6.3,1656,nm0330456,director,Michael Gordon
tt0055809,movie,Boys' Night Out,Boys' Night Out,1962.0,115.0,Comedy,tt0055809,Garçonnière pour quatre,0,6.5,2290,nm0330456,director,Michael Gordon
tt0057329,movie,"Move Over, Darling","Move Over, Darling",1963.0,103.0,"Comedy,Romance",tt0057329,"Pousse-toi, chérie",0,6.9,6116,nm0330456,director,Michael Gordon
tt0061080,movie,Texas Across the River,Texas Across the River,1966.0,101.0,"Comedy,Western",tt0061080,"Texas, nous voilà !",0,6.3,1749,nm0330456,director,Michael Gordon
tt0049871,movie,A Town Like Alice,A Town Like Alice,1956.0,117.0,"Drama,Romance,War",tt0049871,Ma vie commence en Malaisie,0,7.2,1761,nm0497442,director,Jack Lee
tt0045518,movie,Arrowhead,Arrowhead,1953.0,105.0,"Drama,Romance,Western",tt0045518,Le Sorcier du Rio Grande,0,5.9,1494,nm0912766,director,Charles Marquis Warren
tt0064155,movie,Charro!,Charro!,1969.0,98.0,Western,tt0064155,Charro,0,5.6,2195,nm0912766,director,Charles Marquis Warren
tt0040185,movie,The Boy with Green Hair,The Boy with Green Hair,1948.0,82.0,"Comedy,Drama,Family",tt0040185,Le garçon aux cheveux verts,0,6.7,3074,nm0521334,director,Joseph Losey
tt0043340,movie,The Big Night,The Big Night,1951.0,75.0,"Drama,Film-Noir,Thriller",tt0043340,La grande nuit,0,6.3,1026,nm0521334,director,Joseph Losey
tt0043938,movie,The Prowler,The Prowler,1951.0,92.0,"Drama,Film-Noir,Thriller",tt0043938,Le Rôdeur,0,7.2,3674,nm0521334,director,Joseph Losey
tt0047505,movie,The Sleeping Tiger,The Sleeping Tiger,1954.0,89.0,"Drama,Thriller",tt0047505,La bête s'éveille,0,6.5,1111,nm0521334,director,Joseph Losey
tt0049856,movie,Time Without Pity,Time Without Pity,1957.0,85.0,"Crime,Drama,Film-Noir",tt0049856,Temps sans pitié,0,6.8,1642,nm0521334,director,Joseph Losey
tt0053740,movie,The Concrete Jungle,The Criminal,1960.0,97.0,"Crime,Drama,Thriller",tt0053740,Les criminels,0,6.8,1651,nm0521334,director,Joseph Losey
tt0057490,movie,The Servant,The Servant,1963.0,116.0,Drama,tt0057490,The Servant,0,7.8,12850,nm0521334,director,Joseph Losey
tt0058263,movie,King & Country,King & Country,1964.0,88.0,"Drama,War",tt0058263,Pour l'exemple,0,7.5,2260,nm0521334,director,Joseph Losey
tt0061328,movie,Accident,Accident,1967.0,105.0,Drama,tt0061328,Accident,0,6.8,4717,nm0521334,director,Joseph Losey
tt0062751,movie,Boom!,Boom,1968.0,113.0,"Drama,Thriller",tt0062751,Boom!,0,5.5,1662,nm0521334,director,Joseph Losey
tt0063571,movie,Secret Ceremony,Secret Ceremony,1968.0,109.0,"Drama,Thriller",tt0063571,Cérémonie secrète,0,6.2,2490,nm0521334,director,Joseph Losey
tt0065720,movie,Figures in a Landscape,Figures in a Landscape,1970.0,110.0,"Action,Thriller",tt0065720,Deux hommes en fuite,0,6.5,1569,nm0521334,director,Joseph Losey
tt0067144,movie,The Go-Between,The Go-Between,1971.0,116.0,"Drama,Romance",tt0067144,Le messager,0,7.2,5973,nm0521334,director,Joseph Losey
tt0068226,movie,The Assassination of Trotsky,The Assassination of Trotsky,1972.0,103.0,"Biography,Drama,History",tt0068226,L'assassinat de Trotsky,0,5.7,1867,nm0521334,director,Joseph Losey
tt0073634,movie,The Romantic Englishwoman,The Romantic Englishwoman,1975.0,116.0,"Comedy,Drama,Romance",tt0073634,Une Anglaise romantique,0,6.1,1401,nm0521334,director,Joseph Losey
tt0074916,movie,Mr. Klein,Mr. Klein,1976.0,123.0,"Crime,Drama,Mystery",tt0074916,Monsieur Klein,0,7.5,8046,nm0521334,director,Joseph Losey
tt0079063,movie,Don Giovanni,Don Giovanni,1979.0,176.0,"Drama,Music",tt0079063,Don Giovanni,0,7.6,1261,nm0521334,director,Joseph Losey
tt0050301,movie,The Delicate Delinquent,The Delicate Delinquent,1957.0,101.0,Comedy,tt0050301,Le délinquant involontaire,0,6.3,1483,nm0570190,director,Don McGuire
tt0045197,movie,The Story of Robin Hood and His Merrie Men,The Story of Robin Hood and His Merrie Men,1952.0,84.0,"Action,Adventure,Family",tt0045197,Robin des Bois et ses joyeux compagnons,0,6.6,2090,nm0002175,director,Ken Annakin
tt0053352,movie,Third Man on the Mountain,Third Man on the Mountain,1959.0,107.0,"Adventure,Drama,Family",tt0053352,Le troisième homme sur la montagne,0,7.1,1127,nm0002175,director,Ken Annakin
tt0054357,movie,Swiss Family Robinson,Swiss Family Robinson,1960.0,126.0,"Adventure,Family",tt0054357,Les Robinsons des mers du sud,0,7.1,17066,nm0002175,director,Ken Annakin
tt0058947,movie,Battle of the Bulge,Battle of the Bulge,1965.0,167.0,"Drama,History,War",tt0058947,La Bataille des Ardennes,0,6.8,17038,nm0002175,director,Ken Annakin
tt0059797,movie,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 Hours 11 Minutes,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 Hours 11 Minutes,1965.0,138.0,"Adventure,Comedy,Family",tt0059797,Ces merveilleux fous volants dans leurs drôles de machines,0,7.0,8856,nm0002175,director,Ken Annakin
tt0064688,movie,Those Daring Young Men in Their Jaunty Jalopies,Monte Carlo or Bust!,1969.0,125.0,"Action,Comedy,Romance",tt0064688,Le rallye de Monte Carlo,0,6.1,2422,nm0002175,director,Ken Annakin
tt0084504,movie,The Pirate Movie,The Pirate Movie,1982.0,105.0,"Adventure,Comedy,Musical",tt0084504,Pirate Movie,0,5.3,4581,nm0002175,director,Ken Annakin
tt0093744,movie,The New Adventures of Pippi Longstocking,The New Adventures of Pippi Longstocking,1988.0,104.0,"Adventure,Family,Fantasy",tt0093744,Les aventures de Fifi Brin D'Acier,0,5.8,4400,nm0002175,director,Ken Annakin
tt0044683,movie,Hangman's Knot,Hangman's Knot,1952.0,81.0,Western,tt0044683,Le Relais de l'or maudit,0,6.7,1617,nm0400403,director,Roy Huggins
tt0047281,movie,Twenty-Four Eyes,Nijûshi no hitomi,1954.0,156.0,Drama,tt0047281,Vingt-quatre prunelles,0,8.0,2640,nm0455839,director,Keisuke Kinoshita
tt0051980,movie,The Ballad of Narayama,Narayama bushikô,1958.0,98.0,Drama,tt0051980,La ballade de Narayama,0,7.8,3548,nm0455839,director,Keisuke Kinoshita
tt0040499,movie,June Bride,June Bride,1948.0,96.0,Comedy,tt0040499,La mariée du dimanche,0,6.9,1966,nm0934827,director,Bretaigne Windust
tt0043782,movie,The Man with a Cloak,The Man with a Cloak,1951.0,84.0,"Crime,Drama,Thriller",tt0043782,L'homme au manteau noir,0,6.6,1119,nm0548529,director,Fletcher Markle
tt0057180,movie,The Incredible Journey,The Incredible Journey,1963.0,80.0,"Adventure,Drama,Family",tt0057180,L'incroyable randonnée,0,7.0,4917,nm0548529,director,Fletcher Markle
tt0050085,movie,The 27th Day,The 27th Day,1957.0,75.0,Sci-Fi,tt0050085,Le 27ème jour,0,6.1,1625,nm0038906,director,William Asher
tt0056860,movie,Beach Party,Beach Party,1963.0,101.0,"Comedy,Musical,Romance",tt0056860,Beach Party,0,5.7,2224,nm0038906,director,William Asher
tt0057200,movie,Johnny Cool,Johnny Cool,1963.0,103.0,"Action,Crime,Drama",tt0057200,La revanche du Sicilien,0,6.4,1047,nm0038906,director,William Asher
tt0082813,movie,"Butcher, Baker, Nightmare Maker","Butcher, Baker, Nightmare Maker",1981.0,96.0,"Horror,Mystery,Thriller",tt0082813,À la limite du cauchemar,0,6.3,4244,nm0038906,director,William Asher
tt0046935,movie,Drive a Crooked Road,Drive a Crooked Road,1954.0,83.0,"Crime,Drama,Film-Noir",tt0046935,Le destin est au tournant,0,6.9,1894,nm0703689,director,Richard Quine
tt0047377,movie,Pushover,Pushover,1954.0,88.0,"Crime,Drama,Film-Noir",tt0047377,Du plomb pour l'inspecteur,0,7.1,3491,nm0703689,director,Richard Quine
tt0049777,movie,The Solid Gold Cadillac,The Solid Gold Cadillac,1956.0,99.0,"Comedy,Romance",tt0049777,Une cadillac en or massif,0,7.5,2036,nm0703689,director,Richard Quine
tt0050805,movie,Operation Mad Ball,Operation Mad Ball,1957.0,105.0,"Comedy,War",tt0050805,Le bal des cinglés,0,6.5,1140,nm0703689,director,Richard Quine
tt0051406,movie,Bell Book and Candle,Bell Book and Candle,1958.0,106.0,"Comedy,Fantasy,Romance",tt0051406,L'adorable voisine,0,6.8,11960,nm0703689,director,Richard Quine
tt0052933,movie,It Happened to Jane,It Happened to Jane,1959.0,97.0,"Comedy,Romance",tt0052933,"Train, amour et crustacés",0,6.5,2837,nm0703689,director,Richard Quine
tt0054345,movie,Strangers When We Meet,Strangers When We Meet,1960.0,117.0,"Drama,Romance",tt0054345,Liaisons secrètes,0,7.1,2472,nm0703689,director,Richard Quine
tt0054483,movie,The World of Suzie Wong,The World of Suzie Wong,1960.0,126.0,"Drama,Romance",tt0054483,Le monde de Suzie Wong,0,6.9,2632,nm0703689,director,Richard Quine
tt0056289,movie,The Notorious Landlady,The Notorious Landlady,1962.0,123.0,"Comedy,Mystery",tt0056289,L'inquiétante dame en noir,0,6.7,2426,nm0703689,director,Richard Quine
tt0058212,movie,How to Murder Your Wife,How to Murder Your Wife,1965.0,118.0,Comedy,tt0058212,Comment tuer votre femme,0,6.5,6614,nm0703689,director,Richard Quine
tt0058453,movie,Paris When It Sizzles,Paris - When It Sizzles,1964.0,110.0,"Comedy,Romance",tt0058453,Deux têtes folles,0,6.3,9021,nm0703689,director,Richard Quine
tt0058580,movie,Sex and the Single Girl,Sex and the Single Girl,1964.0,110.0,"Comedy,Romance",tt0058580,Une vierge sur canapé,0,6.4,4298,nm0703689,director,Richard Quine
tt0061786,movie,Hotel,Hotel,1967.0,124.0,Drama,tt0061786,Hôtel Saint-Gregory,0,6.6,1608,nm0703689,director,Richard Quine
tt0062266,movie,The Shuttered Room,The Shuttered Room,1967.0,99.0,Horror,tt0062266,La malédiction des Whateley,0,5.8,1810,nm0338719,director,David Greene
tt0067375,movie,Madame Sin,Madame Sin,1972.0,75.0,"Adventure,Crime,Thriller",tt0067375,L'Empire de Madame Sin,0,5.8,1081,nm0338719,director,David Greene
tt0070121,movie,Godspell,Godspell: A Musical Based on the Gospel According to St. Matthew,1973.0,103.0,"Comedy,Drama,Musical",tt0070121,Godspell,0,6.5,3474,nm0338719,director,David Greene
tt0077629,movie,Gray Lady Down,Gray Lady Down,1978.0,111.0,"Adventure,Drama,History",tt0077629,Sauvez le Neptune !,0,6.2,3357,nm0338719,director,David Greene
tt0042665,movie,Last Holiday,Last Holiday,1950.0,88.0,"Drama,Romance",tt0042665,Vacances sur ordonnance,0,7.4,1947,nm0143900,director,Henry Cass
tt0051422,movie,Blood of the Vampire,Blood of the Vampire,1958.0,87.0,"Horror,Sci-Fi",tt0051422,Le sang du vampire,0,5.5,1345,nm0143900,director,Henry Cass
tt0046159,movie,"Bread, Love and Dreams","Pane, amore e fantasia",1953.0,93.0,"Comedy,Romance",tt0046159,"Pain, amour et fantaisie",0,6.9,2023,nm0173728,director,Luigi Comencini
tt0054413,movie,Everybody Go Home!,Tutti a casa,1960.0,122.0,"Comedy,Drama,War",tt0054413,La grande pagaille,0,7.7,1341,nm0173728,director,Luigi Comencini
tt0059049,movie,Don Camillo in Moscow,Il compagno Don Camillo,1965.0,93.0,Comedy,tt0059049,Don Camillo en Russie,0,6.9,1908,nm0173728,director,Luigi Comencini
tt0060538,movie,Misunderstood,Incompreso (Vita col figlio),1966.0,104.0,Drama,tt0060538,L'incompris,0,7.7,1204,nm0173728,director,Luigi Comencini
tt0069235,movie,The Scopone Game,Lo scopone scientifico,1972.0,113.0,"Comedy,Drama",tt0069235,L'argent de la vieille,0,7.6,2479,nm0173728,director,Luigi Comencini
tt0074423,movie,The Sunday Woman,La donna della domenica,1975.0,109.0,"Comedy,Crime,Mystery",tt0074423,La femme du dimanche,0,6.6,1081,nm0173728,director,Luigi Comencini
tt0077734,movie,Traffic Jam,L'ingorgo,1979.0,128.0,Drama,tt0077734,Le grand embouteillage,0,6.9,1119,nm0173728,director,Luigi Comencini
tt0061489,movie,Clambake,Clambake,1967.0,99.0,"Comedy,Musical",tt0061489,Clambake,0,5.6,3013,nm0618834,director,Arthur H. Nadel
tt0066900,movie,Catlow,Catlow,1971.0,101.0,"Comedy,Western",tt0066900,Catlow,0,5.6,1308,nm0910737,director,Sam Wanamaker
tt0076716,movie,Sinbad and the Eye of the Tiger,Sinbad and the Eye of the Tiger,1977.0,113.0,"Action,Adventure,Family",tt0076716,Sinbad et l'oeil du tigre,0,6.3,8164,nm0910737,director,Sam Wanamaker
tt0050381,movie,Hercules,Le fatiche di Ercole,1958.0,104.0,"Adventure,Fantasy,History",tt0050381,Les douze travaux d'Hercule,0,5.4,2174,nm0290371,director,Pietro Francisci
tt0042040,movie,Whisky Galore!,Whisky Galore!,1949.0,82.0,"Comedy,Crime",tt0042040,Whisky à gogo,0,7.1,6191,nm0533241,director,Alexander Mackendrick
tt0044876,movie,The Man in the White Suit,The Man in the White Suit,1951.0,85.0,"Comedy,Drama,Sci-Fi",tt0044876,L'homme au complet blanc,0,7.3,10272,nm0533241,director,Alexander Mackendrick
tt0047085,movie,High and Dry,The 'Maggie',1954.0,92.0,Comedy,tt0047085,Maggie,0,6.9,1441,nm0533241,director,Alexander Mackendrick
tt0048281,movie,The Ladykillers,The Ladykillers,1955.0,91.0,"Comedy,Crime",tt0048281,Tueurs de dames,0,7.6,30221,nm0533241,director,Alexander Mackendrick
tt0051036,movie,Sweet Smell of Success,Sweet Smell of Success,1957.0,96.0,"Drama,Film-Noir",tt0051036,Le Grand Chantage,0,8.0,33450,nm0533241,director,Alexander Mackendrick
tt0052735,movie,The Devil's Disciple,The Devil's Disciple,1959.0,83.0,"Comedy,History,Romance",tt0052735,Le Disciple du diable,0,7.0,2613,nm0533241,director,Alexander Mackendrick
tt0059269,movie,A High Wind in Jamaica,A High Wind in Jamaica,1965.0,103.0,"Adventure,Drama",tt0059269,Cyclone à la Jamaïque,0,6.5,2171,nm0533241,director,Alexander Mackendrick
tt0061590,movie,Don't Make Waves,Don't Make Waves,1967.0,97.0,Comedy,tt0061590,Comment réussir en amour sans se fatiguer?,0,5.8,1805,nm0533241,director,Alexander Mackendrick
tt0048432,movie,Not as a Stranger,Not as a Stranger,1955.0,135.0,"Drama,Film-Noir,Romance",tt0048432,Pour que vivent les hommes,0,6.7,2298,nm0006452,director,Stanley Kramer
tt0050858,movie,The Pride and the Passion,The Pride and the Passion,1957.0,132.0,"Action,Adventure,Drama",tt0050858,Orgueil et passion,0,5.7,2927,nm0006452,director,Stanley Kramer
tt0051525,movie,The Defiant Ones,The Defiant Ones,1958.0,96.0,"Crime,Drama",tt0051525,La chaîne,0,7.6,16423,nm0006452,director,Stanley Kramer
tt0053137,movie,On the Beach,On the Beach,1959.0,134.0,"Drama,Romance,Sci-Fi",tt0053137,Le Dernier Rivage,0,7.1,13749,nm0006452,director,Stanley Kramer
tt0053946,movie,Inherit the Wind,Inherit the Wind,1960.0,128.0,"Biography,Drama,History",tt0053946,Procès de singe,0,8.1,31213,nm0006452,director,Stanley Kramer
tt0055031,movie,Judgment at Nuremberg,Judgment at Nuremberg,1961.0,179.0,"Drama,War",tt0055031,Jugement à Nuremberg,0,8.3,79313,nm0006452,director,Stanley Kramer
tt0056370,movie,Pressure Point,Pressure Point,1962.0,91.0,Drama,tt0056370,Pressure Point,0,7.1,1899,nm0006452,director,Stanley Kramer
tt0057193,movie,It's a Mad Mad Mad Mad World,It's a Mad Mad Mad Mad World,1963.0,210.0,"Action,Adventure,Comedy",tt0057193,"Un monde fou, fou, fou, fou",0,7.5,43443,nm0006452,director,Stanley Kramer
tt0059712,movie,Ship of Fools,Ship of Fools,1965.0,149.0,"Drama,Romance,War",tt0059712,La nef des fous,0,7.0,6477,nm0006452,director,Stanley Kramer
tt0061735,movie,Guess Who's Coming to Dinner,Guess Who's Coming to Dinner,1967.0,108.0,"Comedy,Drama",tt0061735,Devine qui vient dîner?,0,7.8,46640,nm0006452,director,Stanley Kramer
tt0064952,movie,The Secret of Santa Vittoria,The Secret of Santa Vittoria,1969.0,139.0,"Comedy,Drama,War",tt0064952,Le secret de Santa Vittoria,0,7.3,3904,nm0006452,director,Stanley Kramer
tt0070472,movie,Oklahoma Crude,Oklahoma Crude,1973.0,108.0,"Comedy,Drama,Western",tt0070472,L'or noir de l'Oklahoma,0,6.3,1392,nm0006452,director,Stanley Kramer
tt0075950,movie,The Domino Principle,The Domino Principle,1977.0,100.0,"Drama,Thriller",tt0075950,La théorie des dominos,0,5.7,2692,nm0006452,director,Stanley Kramer
tt0040872,movie,They Live by Night,They Live by Night,1948.0,95.0,"Crime,Film-Noir,Romance",tt0040872,Les Amants de la nuit,0,7.4,8714,nm0712947,director,Nicholas Ray
tt0041555,movie,Knock on Any Door,Knock on Any Door,1949.0,100.0,"Crime,Drama,Film-Noir",tt0041555,Les ruelles du malheur,0,6.6,3865,nm0712947,director,Nicholas Ray
tt0042053,movie,A Woman's Secret,A Woman's Secret,1949.0,84.0,"Drama,Film-Noir,Mystery",tt0042053,Secret de femme,0,6.0,1784,nm0712947,director,Nicholas Ray
tt0042275,movie,Born to Be Bad,Born to Be Bad,1950.0,94.0,"Crime,Drama,Film-Noir",tt0042275,La femme aux maléfices,0,6.7,2531,nm0712947,director,Nicholas Ray
tt0042593,movie,In a Lonely Place,In a Lonely Place,1950.0,94.0,"Drama,Film-Noir,Mystery",tt0042593,Le violent,0,7.9,32849,nm0712947,director,Nicholas Ray
tt0043547,movie,Flying Leathernecks,Flying Leathernecks,1951.0,102.0,"Action,Drama,War",tt0043547,Les diables du Pacifique,0,6.3,5225,nm0712947,director,Nicholas Ray
tt0043879,movie,On Dangerous Ground,On Dangerous Ground,1951.0,82.0,"Drama,Film-Noir",tt0043879,La maison dans l'ombre,0,7.2,7530,nm0712947,director,Nicholas Ray
tt0047136,movie,Johnny Guitar,Johnny Guitar,1954.0,110.0,"Drama,Western",tt0047136,Johnny Guitar,0,7.6,18601,nm0712947,director,Nicholas Ray
tt0048545,movie,Rebel Without a Cause,Rebel Without a Cause,1955.0,111.0,Drama,tt0048545,La Fureur de vivre,0,7.6,93207,nm0712947,director,Nicholas Ray
tt0048570,movie,Run for Cover,Run for Cover,1955.0,93.0,"Drama,Western",tt0048570,À l'ombre des potences,0,6.7,1666,nm0712947,director,Nicholas Ray
tt0049010,movie,Bigger Than Life,Bigger Than Life,1956.0,95.0,Drama,tt0049010,Derrière le miroir,0,7.4,7754,nm0712947,director,Nicholas Ray
tt0050126,movie,Bitter Victory,Bitter Victory,1957.0,102.0,"Drama,War",tt0050126,Amère victoire,0,6.7,2167,nm0712947,director,Nicholas Ray
tt0051114,movie,The True Story of Jesse James,The True Story of Jesse James,1957.0,92.0,"Biography,Crime,Drama",tt0051114,"Jesse James, le brigand bien-aimé",0,6.2,1571,nm0712947,director,Nicholas Ray
tt0052050,movie,Party Girl,Party Girl,1958.0,99.0,"Crime,Drama,Film-Noir",tt0052050,Traquenard,0,7.0,3563,nm0712947,director,Nicholas Ray
tt0053244,movie,The Savage Innocents,The Savage Innocents,1960.0,110.0,"Adventure,Crime,Drama",tt0053244,Les dents du diable,0,6.8,1951,nm0712947,director,Nicholas Ray
tt0055047,movie,King of Kings,King of Kings,1961.0,168.0,"Biography,Drama",tt0055047,Le roi des rois,0,7.0,8458,nm0712947,director,Nicholas Ray
tt0082679,movie,"The Looney, Looney, Looney Bugs Bunny Movie","Looney, Looney, Looney Bugs Bunny Movie",1981.0,79.0,"Animation,Comedy,Crime",tt0082679,Le Meilleur de Bugs Bunny,0,7.1,2468,nm0293989,director,Friz Freleng
tt0083701,movie,Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,1982.0,74.0,"Adventure,Animation,Comedy",tt0083701,Les 1001 Contes de Bugs Bunny,0,7.0,2106,nm0293989,director,Friz Freleng
tt0085390,movie,Daffy Duck's Movie: Fantastic Island,Daffy Duck's Movie: Fantastic Island,1983.0,78.0,"Animation,Comedy,Family",tt0085390,L'Île fantastique de Daffy Duck,0,6.9,2060,nm0293989,director,Friz Freleng
tt0094939,movie,Daffy Duck's Quackbusters,Daffy Duck's Quackbusters,1988.0,78.0,"Action,Adventure,Animation",tt0094939,S.O.S. Daffy Duck,0,7.1,2530,nm0293989,director,Friz Freleng
tt0040934,movie,The Velvet Touch,The Velvet Touch,1948.0,100.0,"Crime,Drama,Film-Noir",tt0040934,Quand le rideau tombe,0,6.8,1218,nm0300818,director,Jack Gage
tt0043299,movie,As Young as You Feel,As Young as You Feel,1951.0,77.0,Comedy,tt0043299,Rendez-moi ma femme,0,6.5,1338,nm0428195,director,Harmon Jones
tt0072826,movie,Cousin cousine,Cousin cousine,1975.0,95.0,"Comedy,Romance",tt0072826,Cousin cousine,0,6.7,1680,nm0006621,director,Jean-Charles Tacchella
