tconst,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,titleId,title,isOriginalTitle,averageRating,numVotes,nconst,category,primaryName
tt0143348,movie,Lone Wolf and Cub: Baby Cart in Peril,Kozure Ôkami: Oya no kokoro ko no kokoro,1972.0,81.0,"Action,Thriller",tt0143348,"Baby Cart: L'âme d'un père, le coeur d'un fils",0,7.5,4715,nm0756828,director,Buichi Saitô
tt0094076,movie,The South,Sur,1988.0,127.0,Drama,tt0094076,Le sud,0,7.3,1011,nm0812625,director,Fernando E. Solanas
tt0068704,movie,Hit Man,Hit Man,1972.0,90.0,"Crime,Drama",tt0068704,Hitman le créole de Harlem,0,5.7,1029,nm0000786,director,George Armitage
tt0075393,movie,Vigilante Force,Vigilante Force,1976.0,89.0,"Action,Adventure,Crime",tt0075393,Milice privée,0,5.2,1008,nm0000786,director,George Armitage
tt0100143,movie,Miami Blues,Miami Blues,1990.0,97.0,"Comedy,Crime,Drama",tt0100143,Le flic de Miami,0,6.4,9340,nm0000786,director,George Armitage
tt0119229,movie,Grosse Pointe Blank,Grosse Pointe Blank,1997.0,107.0,"Action,Comedy,Crime",tt0119229,Tueurs à gages,0,7.3,96429,nm0000786,director,George Armitage
tt0071266,movie,Caged Heat,Caged Heat,1974.0,80.0,"Action,Comedy,Drama",tt0071266,5 femmes à abattre,0,5.3,2808,nm0001129,director,Jonathan Demme
tt0079437,movie,Last Embrace,Last Embrace,1979.0,102.0,"Mystery,Romance,Thriller",tt0079437,Meurtres en cascade,0,6.1,3064,nm0001129,director,Jonathan Demme
tt0081150,movie,Melvin and Howard,Melvin and Howard,1980.0,95.0,"Comedy,Drama",tt0081150,Melvin et Howard,0,6.8,5061,nm0001129,director,Jonathan Demme
tt0088213,movie,Swing Shift,Swing Shift,1984.0,100.0,"Drama,Romance,War",tt0088213,Swing Shift,0,5.9,5088,nm0001129,director,Jonathan Demme
tt0095593,movie,Married to the Mob,Married to the Mob,1988.0,104.0,"Comedy,Crime,Romance",tt0095593,"Veuve, mais pas trop...",0,6.2,18571,nm0001129,director,Jonathan Demme
tt0102926,movie,The Silence of the Lambs,The Silence of the Lambs,1991.0,118.0,"Crime,Drama,Thriller",tt0102926,Le Silence des agneaux,0,8.6,1457089,nm0001129,director,Jonathan Demme
tt0107818,movie,Philadelphia,Philadelphia,1993.0,125.0,Drama,tt0107818,Philadelphia,0,7.7,247362,nm0001129,director,Jonathan Demme
tt0120603,movie,Beloved,Beloved,1998.0,172.0,"Drama,History,Horror",tt0120603,Beloved,0,6.0,9272,nm0001129,director,Jonathan Demme
tt1084950,movie,Rachel Getting Married,Rachel Getting Married,2008.0,113.0,"Drama,Romance",tt1084950,Rachel se marie,0,6.7,50098,nm0001129,director,Jonathan Demme
tt3623726,movie,Ricki and the Flash,Ricki and the Flash,2015.0,101.0,"Comedy,Drama,Music",tt3623726,Ricki and the Flash,0,6.0,24031,nm0001129,director,Jonathan Demme
tt0068727,movie,"I, Monster","I, Monster",1971.0,75.0,Horror,tt0068727,Je suis un monstre,0,5.7,1801,nm0917358,director,Stephen Weeks
tt0083967,movie,Frances,Frances,1982.0,140.0,"Biography,Drama,Romance",tt0083967,Frances,0,7.2,8229,nm0166625,director,Graeme Clifford
tt0097438,movie,Gleaming the Cube,Gleaming the Cube,1989.0,105.0,"Action,Drama,Mystery",tt0097438,Skate Rider,0,6.2,8516,nm0166625,director,Graeme Clifford
tt0068814,movie,Koziyat rog,Koziyat rog,1972.0,105.0,Drama,tt0068814,La corne de chèvre,0,8.2,2731,nm0027975,director,Metodi Andonov
tt0068833,movie,The Last House on the Left,The Last House on the Left,1972.0,84.0,"Crime,Horror,Thriller",tt0068833,La Dernière Maison sur la gauche,0,5.9,38417,nm0000127,director,Wes Craven
tt0077681,movie,The Hills Have Eyes,The Hills Have Eyes,1977.0,90.0,"Horror,Thriller",tt0077681,La colline a des yeux,0,6.3,36753,nm0000127,director,Wes Craven
tt0082245,movie,Deadly Blessing,Deadly Blessing,1981.0,100.0,"Horror,Thriller",tt0082245,La ferme de la terreur,0,5.5,6472,nm0000127,director,Wes Craven
tt0084745,movie,Swamp Thing,Swamp Thing,1982.0,91.0,"Horror,Sci-Fi",tt0084745,La Créature du marais,0,5.3,15080,nm0000127,director,Wes Craven
tt0087800,movie,A Nightmare on Elm Street,A Nightmare on Elm Street,1984.0,91.0,Horror,tt0087800,Les Griffes de la nuit,0,7.4,246524,nm0000127,director,Wes Craven
tt0090917,movie,Deadly Friend,Deadly Friend,1986.0,91.0,"Drama,Horror,Sci-Fi",tt0090917,L'amie mortelle,0,5.5,8253,nm0000127,director,Wes Craven
tt0096071,movie,The Serpent and the Rainbow,The Serpent and the Rainbow,1988.0,98.0,"Fantasy,Horror",tt0096071,L'emprise des ténèbres,0,6.4,26517,nm0000127,director,Wes Craven
tt0098320,movie,Shocker,Shocker,1989.0,109.0,"Comedy,Horror,Thriller",tt0098320,Shocker,0,5.5,16934,nm0000127,director,Wes Craven
tt0105121,movie,The People Under the Stairs,The People Under the Stairs,1991.0,102.0,"Comedy,Horror,Mystery",tt0105121,Le sous-sol de la peur,0,6.4,36846,nm0000127,director,Wes Craven
tt0111686,movie,New Nightmare,Wes Craven's New Nightmare,1994.0,112.0,"Fantasy,Horror,Mystery",tt0111686,Freddy sort de la nuit,0,6.4,60730,nm0000127,director,Wes Craven
tt0117571,movie,Scream,Scream,1996.0,111.0,"Horror,Mystery",tt0117571,Scream,0,7.4,358924,nm0000127,director,Wes Craven
tt0120082,movie,Scream 2,Scream 2,1997.0,120.0,"Horror,Mystery",tt0120082,Scream 2,0,6.3,194096,nm0000127,director,Wes Craven
tt0134084,movie,Scream 3,Scream 3,2000.0,116.0,"Horror,Mystery",tt0134084,Scream 3,0,5.6,152054,nm0000127,director,Wes Craven
tt0166943,movie,Music of the Heart,Music of the Heart,1999.0,124.0,"Drama,Music",tt0166943,La musique de mon coeur,0,6.8,12949,nm0000127,director,Wes Craven
tt0421239,movie,Red Eye,Red Eye,2005.0,85.0,Thriller,tt0421239,Red Eye: Sous haute pression,0,6.5,126653,nm0000127,director,Wes Craven
tt1262416,movie,Scream 4,Scream 4,2011.0,111.0,"Comedy,Horror,Mystery",tt1262416,Scream 4,0,6.2,158694,nm0000127,director,Wes Craven
tt0080761,movie,Friday the 13th,Friday the 13th,1980.0,95.0,"Horror,Mystery,Thriller",tt0080761,Vendredi 13,0,6.4,145239,nm0192446,director,Sean S. Cunningham
tt0089679,movie,The New Kids,The New Kids,1985.0,89.0,"Crime,Drama,Horror",tt0089679,Représailles,0,6.1,3599,nm0192446,director,Sean S. Cunningham
tt0097179,movie,DeepStar Six,DeepStar Six,1989.0,99.0,"Action,Horror,Sci-Fi",tt0097179,"M.A.L., mutant aquatique en liberté",0,5.3,12447,nm0192446,director,Sean S. Cunningham
tt0079278,movie,Chilly Scenes of Winter,Head Over Heels,1979.0,95.0,"Comedy,Drama,Romance",tt0079278,Head Over Heels,0,6.9,1355,nm0798717,director,Joan Micklin Silver
tt0094921,movie,Crossing Delancey,Crossing Delancey,1988.0,97.0,"Comedy,Romance",tt0094921,Izzy et Sam,0,6.9,4600,nm0798717,director,Joan Micklin Silver
tt0097790,movie,Loverboy,Loverboy,1989.0,98.0,Comedy,tt0097790,Loverboy,0,6.0,8412,nm0798717,director,Joan Micklin Silver
tt0113321,movie,Home for the Holidays,Home for the Holidays,1995.0,103.0,"Comedy,Drama,Romance",tt0113321,Week-end en famille,0,6.5,13817,nm0000149,director,Jodie Foster
tt2241351,movie,Money Monster,Money Monster,2016.0,98.0,"Crime,Drama,Mystery",tt2241351,Money Monster,0,6.5,101937,nm0000149,director,Jodie Foster
tt0072610,movie,The Adventures of the Wilderness Family,The Adventures of the Wilderness Family,1975.0,100.0,"Adventure,Drama,Family",tt0072610,La Liberté sauvage,0,6.3,1638,nm0706296,director,Stewart Raffill
tt0082516,movie,High Risk,High Risk,1981.0,94.0,"Action,Comedy,Crime",tt0082516,Les risques de l'aventure,0,5.6,1232,nm0706296,director,Stewart Raffill
tt0087451,movie,The Ice Pirates,The Ice Pirates,1984.0,91.0,"Action,Adventure,Comedy",tt0087451,Les guerriers des étoiles,0,5.6,11288,nm0706296,director,Stewart Raffill
tt0087910,movie,The Philadelphia Experiment,The Philadelphia Experiment,1984.0,102.0,"Adventure,Drama,Romance",tt0087910,Philadelphia Experiment,0,6.1,15992,nm0706296,director,Stewart Raffill
tt0069029,movie,The Blood Spattered Bride,La novia ensangrentada,1972.0,102.0,Horror,tt0069029,La mariée sanglante,0,6.2,2183,nm0033005,director,Vicente Aranda
tt0101317,movie,Lovers: A True Story,Amantes,1991.0,103.0,"Crime,Drama,Romance",tt0101317,Amants,0,7.0,3213,nm0033005,director,Vicente Aranda
tt0099052,movie,Arachnophobia,Arachnophobia,1990.0,109.0,"Comedy,Horror,Thriller",tt0099052,Arachnophobie,0,6.5,72086,nm0550881,director,Frank Marshall
tt0106246,movie,Alive,Alive,1993.0,128.0,"Biography,Drama,Thriller",tt0106246,Les survivants,0,7.1,58196,nm0550881,director,Frank Marshall
tt0112715,movie,Congo,Congo,1995.0,109.0,"Action,Adventure,Mystery",tt0112715,Congo,0,5.3,46882,nm0550881,director,Frank Marshall
tt0397313,movie,Eight Below,Eight Below,2006.0,120.0,"Adventure,Drama,Family",tt0397313,"Antartica, prisonniers du froid",0,7.3,66230,nm0550881,director,Frank Marshall
tt0106535,movie,The Cement Garden,The Cement Garden,1993.0,105.0,Drama,tt0106535,Cement Garden,0,7.0,5025,nm0001949,director,Andrew Birkin
tt0101276,movie,Afraid of the Dark,Afraid of the Dark,1991.0,91.0,"Drama,Fantasy,Horror",tt0101276,Double vue,0,5.8,1268,nm0672546,director,Mark Peploe
tt0069089,movie,Pink Flamingos,Pink Flamingos,1972.0,93.0,"Comedy,Crime",tt0069089,Pink Flamingos,0,6.0,25997,nm0000691,director,John Waters
tt0072979,movie,Female Trouble,Female Trouble,1974.0,89.0,"Comedy,Crime",tt0072979,Female Trouble,0,7.1,9853,nm0000691,director,John Waters
tt0075936,movie,Desperate Living,Desperate Living,1977.0,90.0,"Comedy,Crime,Fantasy",tt0075936,Desperate Living,0,7.0,5621,nm0000691,director,John Waters
tt0082926,movie,Polyester,Polyester,1981.0,86.0,Comedy,tt0082926,Polyester,0,7.0,8468,nm0000691,director,John Waters
tt0095270,movie,Hairspray,Hairspray,1988.0,92.0,"Comedy,Drama,Family",tt0095270,Hairspray,0,7.0,22169,nm0000691,director,John Waters
tt0099329,movie,Cry-Baby,Cry-Baby,1990.0,85.0,"Comedy,Musical",tt0099329,Cry-Baby,0,6.5,62158,nm0000691,director,John Waters
tt0111127,movie,Serial Mom,Serial Mom,1994.0,95.0,"Comedy,Crime,Thriller",tt0111127,Serial Mother,0,6.8,30980,nm0000691,director,John Waters
tt0126604,movie,Pecker,Pecker,1998.0,87.0,"Comedy,Drama",tt0126604,Pecker,0,6.3,14473,nm0000691,director,John Waters
tt0173716,movie,Cecil B. Demented,Cecil B. Demented,2000.0,87.0,"Comedy,Crime,Thriller",tt0173716,Cecil B. Demented,0,6.2,16143,nm0000691,director,John Waters
tt0365125,movie,A Dirty Shame,A Dirty Shame,2004.0,89.0,Comedy,tt0365125,A Dirty Shame,0,5.1,13181,nm0000691,director,John Waters
tt0076910,movie,Welcome to L.A.,Welcome to L.A.,1976.0,106.0,"Drama,Music,Romance",tt0076910,Welcome to Los Angeles,0,5.9,1111,nm0748928,director,Alan Rudolph
tt0078150,movie,Remember My Name,Remember My Name,1978.0,94.0,"Drama,Thriller",tt0078150,Tu ne m'oublieras pas,0,6.3,1441,nm0748928,director,Alan Rudolph
tt0083885,movie,Endangered Species,Endangered Species,1982.0,97.0,"Drama,Mystery,Thriller",tt0083885,Espèce en voie de disparition,0,5.8,1057,nm0748928,director,Alan Rudolph
tt0087054,movie,Choose Me,Choose Me,1984.0,106.0,"Comedy,Drama,Romance",tt0087054,Choose Me,0,6.7,2991,nm0748928,director,Alan Rudolph
tt0090209,movie,Trouble in Mind,Trouble in Mind,1985.0,111.0,"Comedy,Crime,Drama",tt0090209,Wanda's Café,0,6.4,2272,nm0748928,director,Alan Rudolph
tt0093467,movie,Made in Heaven,Made in Heaven,1987.0,103.0,"Comedy,Fantasy,Romance",tt0093467,Made in Heaven: Bienvenue au paradis,0,6.3,3494,nm0748928,director,Alan Rudolph
tt0095649,movie,The Moderns,The Moderns,1988.0,126.0,"Comedy,Drama,Romance",tt0095649,Les modernes,0,6.6,1904,nm0748928,director,Alan Rudolph
tt0100065,movie,Love at Large,Love at Large,1990.0,97.0,"Comedy,Drama,Mystery",tt0100065,L'amour poursuite,0,5.7,1363,nm0748928,director,Alan Rudolph
tt0102469,movie,Mortal Thoughts,Mortal Thoughts,1991.0,103.0,"Mystery,Thriller",tt0102469,Pensées mortelles,0,5.7,9231,nm0748928,director,Alan Rudolph
tt0104201,movie,Equinox,Equinox,1992.0,110.0,"Crime,Drama,Mystery",tt0104201,Equinox,0,5.6,1317,nm0748928,director,Alan Rudolph
tt0110588,movie,Mrs. Parker and the Vicious Circle,Mrs. Parker and the Vicious Circle,1994.0,125.0,"Biography,Drama",tt0110588,Mrs Parker et le cercle vicieux,0,6.4,4674,nm0748928,director,Alan Rudolph
tt0118566,movie,Afterglow,Afterglow,1997.0,119.0,"Comedy,Drama,Romance",tt0118566,L'amour... et après,0,6.0,3665,nm0748928,director,Alan Rudolph
tt0109417,movie,China Moon,China Moon,1994.0,99.0,"Crime,Drama,Mystery",tt0109417,Lune rouge,0,6.3,7217,nm0007037,director,John Bailey
tt0069198,movie,The Ruling Class,The Ruling Class,1972.0,154.0,"Comedy,Drama,Musical",tt0069198,Dieu et mon droit,0,7.3,6496,nm0575389,director,Peter Medak
tt0080516,movie,The Changeling,The Changeling,1980.0,107.0,"Horror,Mystery",tt0080516,L'enfant du diable,0,7.2,36756,nm0575389,director,Peter Medak
tt0083366,movie,Zorro: The Gay Blade,Zorro: The Gay Blade,1981.0,93.0,"Action,Adventure,Comedy",tt0083366,La Grande Zorro,0,6.2,4622,nm0575389,director,Peter Medak
tt0099951,movie,The Krays,The Krays,1990.0,115.0,"Biography,Crime,Drama",tt0099951,Les frères Krays,0,6.6,8773,nm0575389,director,Peter Medak
tt0102288,movie,Let Him Have It,Let Him Have It,1991.0,115.0,"Crime,Drama,History",tt0102288,L'âge de vivre,0,7.2,3677,nm0575389,director,Peter Medak
tt0107983,movie,Romeo Is Bleeding,Romeo Is Bleeding,1993.0,110.0,"Crime,Drama,Romance",tt0107983,Romeo Is Bleeding,0,6.6,14520,nm0575389,director,Peter Medak
tt0069282,movie,Slither,Slither,1973.0,97.0,"Comedy,Crime,Thriller",tt0069282,Slither,0,6.2,1556,nm0956052,director,Howard Zieff
tt0073096,movie,Hearts of the West,Hearts of the West,1975.0,102.0,"Comedy,Western",tt0073096,Hollywood Cowboy,0,6.5,1634,nm0956052,director,Howard Zieff
tt0077699,movie,House Calls,House Calls,1978.0,98.0,"Comedy,Drama,Romance",tt0077699,Appelez-moi Docteur,0,6.6,1931,nm0956052,director,Howard Zieff
tt0079510,movie,The Main Event,The Main Event,1979.0,112.0,"Comedy,Romance,Sport",tt0079510,Tendre combat,0,5.5,3029,nm0956052,director,Howard Zieff
tt0081375,movie,Private Benjamin,Private Benjamin,1980.0,109.0,"Comedy,War",tt0081375,La bidasse,0,6.2,27326,nm0956052,director,Howard Zieff
tt0097235,movie,The Dream Team,The Dream Team,1989.0,113.0,"Comedy,Crime,Thriller",tt0097235,Une journée de fous,0,6.5,15771,nm0956052,director,Howard Zieff
tt0102492,movie,My Girl,My Girl,1991.0,102.0,"Comedy,Drama,Family",tt0102492,My Girl,0,6.9,84020,nm0956052,director,Howard Zieff
tt0110613,movie,My Girl 2,My Girl 2,1994.0,99.0,"Comedy,Drama,Family",tt0110613,"Copain, copine",0,5.3,20288,nm0956052,director,Howard Zieff
tt0086856,movie,The Adventures of Buckaroo Banzai Across the 8th Dimension,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984.0,103.0,"Adventure,Comedy,Sci-Fi",tt0086856,Les aventures de Buckaroo Banzaï,0,6.2,27275,nm0725379,director,W.D. Richter
tt0102279,movie,Late for Dinner,Late for Dinner,1991.0,99.0,"Drama,Sci-Fi",tt0102279,Passeport pour le futur,0,6.4,1842,nm0725379,director,W.D. Richter
tt0093036,movie,Flowers in the Attic,Flowers in the Attic,1987.0,93.0,"Drama,Mystery,Thriller",tt0093036,Flowers in the Attic,0,5.7,10760,nm0089177,director,Jeffrey Bloom
tt0105104,movie,Passenger 57,Passenger 57,1992.0,84.0,"Action,Crime,Thriller",tt0105104,Passager 57,0,5.9,49172,nm0393661,director,Kevin Hooks
tt0116320,movie,Fled,Fled,1996.0,98.0,"Action,Adventure,Crime",tt0116320,Liens d'acier,0,5.4,9319,nm0393661,director,Kevin Hooks
tt0120610,movie,Black Dog,Black Dog,1998.0,89.0,"Action,Crime,Drama",tt0120610,Black Dog,0,5.4,9548,nm0393661,director,Kevin Hooks
tt0123976,movie,Loafing and Camouflage,Loufa kai parallagi,1984.0,99.0,Comedy,tt0123976,Planque et camouflage,0,7.8,3498,nm0672704,director,Nicos Perakis
tt0069332,movie,Super Fly,Super Fly,1972.0,91.0,"Action,Crime,Drama",tt0069332,Super Fly,0,6.4,8085,nm0662899,director,Gordon Parks Jr.
tt0072284,movie,Three the Hard Way,Three the Hard Way,1974.0,89.0,"Action,Thriller",tt0072284,Les démolisseurs,0,6.2,1620,nm0662899,director,Gordon Parks Jr.
tt0085470,movie,Easy Money,Easy Money,1983.0,95.0,Comedy,tt0085470,Hold-up en jupons,0,6.2,9571,nm0797526,director,James Signorelli
tt0095088,movie,Elvira: Mistress of the Dark,Elvira: Mistress of the Dark,1988.0,96.0,"Comedy,Horror",tt0095088,Elvira: Maîtresse des ténèbres,0,6.5,19230,nm0797526,director,James Signorelli
tt0074113,movie,Alice in Wonderland: An X-Rated Musical Fantasy,Alice in Wonderland: An X-Rated Musical Fantasy,1976.0,88.0,"Adult,Comedy,Fantasy",tt0074113,Alice in Wonderland: A Musical Porno,0,6.2,3066,nm0870094,director,Bud Townsend
tt0070078,movie,From Beyond the Grave,From Beyond the Grave,1974.0,98.0,"Drama,Fantasy,Horror",tt0070078,Frissons d'outre-tombe,0,6.6,4819,nm0175428,director,Kevin Connor
tt0073260,movie,The Land That Time Forgot,The Land That Time Forgot,1974.0,91.0,"Adventure,Fantasy",tt0073260,Le pays des temps oubliés,0,5.6,6608,nm0175428,director,Kevin Connor
tt0076535,movie,The People That Time Forgot,The People That Time Forgot,1977.0,91.0,"Adventure,Sci-Fi",tt0076535,Le Continent oublié,0,5.4,3206,nm0175428,director,Kevin Connor
tt0078474,movie,Warlords of the Deep,Warlords of Atlantis,1978.0,96.0,"Adventure,Fantasy,Sci-Fi",tt0078474,Les 7 cités d'Atlantis,0,5.5,2507,nm0175428,director,Kevin Connor
tt0078792,movie,Arabian Adventure,Arabian Adventure,1979.0,98.0,"Adventure,Fantasy",tt0078792,Le Trésor de la montagne sacrée,0,5.6,1066,nm0175428,director,Kevin Connor
tt0081184,movie,Motel Hell,Motel Hell,1980.0,101.0,"Comedy,Horror,Thriller",tt0081184,Nuits de cauchemar,0,6.0,12634,nm0175428,director,Kevin Connor
tt0069530,movie,Z.P.G.,Z.P.G.,1972.0,97.0,"Sci-Fi,Thriller",tt0069530,Population zéro,0,5.6,1503,nm0133384,director,Michael Campus
tt0070350,movie,The Mack,The Mack,1973.0,110.0,"Crime,Drama",tt0070350,Le mac,0,6.6,3126,nm0133384,director,Michael Campus
tt0999872,movie,Thomas Kinkade's Christmas Cottage,Christmas Cottage,2008.0,103.0,"Biography,Drama",tt0999872,Les toiles de Noël,0,6.3,2713,nm0133384,director,Michael Campus
tt0092112,movie,Trick or Treat,Trick or Treat,1986.0,98.0,"Comedy,Horror,Music",tt0092112,Farce ou festin,0,5.8,7206,nm0001747,director,Charles Martin Smith
tt0118570,movie,Air Bud,Air Bud,1997.0,98.0,"Comedy,Drama,Family",tt0118570,Air Bud - Buddy star des paniers,0,5.3,18496,nm0001747,director,Charles Martin Smith
tt0337721,movie,The Snow Walker,The Snow Walker,2003.0,103.0,Drama,tt0337721,Inuit,0,7.3,11042,nm0001747,director,Charles Martin Smith
tt1037156,movie,Stone of Destiny,Stone of Destiny,2008.0,96.0,"Adventure,Comedy,Crime",tt1037156,Stone of Destiny,0,6.7,4213,nm0001747,director,Charles Martin Smith
tt1564349,movie,Dolphin Tale,Dolphin Tale,2011.0,113.0,"Drama,Family",tt1564349,L'incroyable histoire de Winter le dauphin,0,6.8,24904,nm0001747,director,Charles Martin Smith
tt2978462,movie,Dolphin Tale 2,Dolphin Tale 2,2014.0,107.0,"Drama,Family",tt2978462,L'Incroyable Histoire de Winter le dauphin 2,0,6.4,9456,nm0001747,director,Charles Martin Smith
tt7616798,movie,A Dog's Way Home,A Dog's Way Home,2019.0,96.0,"Adventure,Drama,Family",tt7616798,L'Incroyable aventure de Bella,0,6.7,18889,nm0001747,director,Charles Martin Smith
tt9564270,movie,A Christmas Gift from Bob,A Christmas Gift from Bob,2020.0,92.0,"Drama,Family",tt9564270,Joyeux Noël Bob,0,6.3,2258,nm0001747,director,Charles Martin Smith
tt0069729,movie,The Arena,The Arena,1974.0,90.0,"Action,Adventure",tt0069729,The Arena,0,5.2,1939,nm0142587,director,Steve Carver
tt0071216,movie,Big Bad Mama,Big Bad Mama,1974.0,84.0,"Action,Comedy,Crime",tt0071216,Super nanas,0,5.7,2874,nm0142587,director,Steve Carver
tt0072761,movie,Capone,Capone,1975.0,101.0,"Biography,Crime,Drama",tt0072761,Capone,0,5.7,3039,nm0142587,director,Steve Carver
tt0085862,movie,Lone Wolf McQuade,Lone Wolf McQuade,1983.0,107.0,"Action,Crime,Drama",tt0085862,Oeil pour oeil,0,6.3,13006,nm0142587,director,Steve Carver
tt0101625,movie,Once Upon a Crime...,Once Upon a Crime...,1992.0,94.0,"Comedy,Crime,Mystery",tt0101625,Banco pour un crime,0,5.8,4883,nm0506405,director,Eugene Levy
tt0079540,movie,Meatballs,Meatballs,1979.0,94.0,Comedy,tt0079540,"Arrête de ramer, t'es sur le sable",0,6.2,22723,nm0718645,director,Ivan Reitman
tt0083131,movie,Stripes,Stripes,1981.0,106.0,"Comedy,War",tt0083131,Les bleus,0,6.8,76311,nm0718645,director,Ivan Reitman
tt0087332,movie,Ghostbusters,Ghostbusters,1984.0,105.0,"Action,Comedy,Fantasy",tt0087332,SOS Fantômes,0,7.8,423469,nm0718645,director,Ivan Reitman
tt0091396,movie,Legal Eagles,Legal Eagles,1986.0,116.0,"Comedy,Crime,Romance",tt0091396,L'affaire Chelsea Deardon,0,6.0,11542,nm0718645,director,Ivan Reitman
tt0096320,movie,Twins,Twins,1988.0,107.0,"Comedy,Crime",tt0096320,Jumeaux,0,6.1,129935,nm0718645,director,Ivan Reitman
tt0097428,movie,Ghostbusters II,Ghostbusters II,1989.0,108.0,"Action,Comedy,Fantasy",tt0097428,S.O.S fantômes II,0,6.6,212480,nm0718645,director,Ivan Reitman
tt0099938,movie,Kindergarten Cop,Kindergarten Cop,1990.0,111.0,"Action,Comedy,Crime",tt0099938,Un flic à la maternelle,0,6.2,154169,nm0718645,director,Ivan Reitman
tt0106673,movie,Dave,Dave,1993.0,110.0,"Comedy,Romance",tt0106673,Président d'un jour,0,6.9,54927,nm0718645,director,Ivan Reitman
tt0119109,movie,Fathers' Day,Fathers' Day,1997.0,98.0,"Comedy,Romance",tt0119109,Drôles de pères,0,5.2,15993,nm0718645,director,Ivan Reitman
tt0120828,movie,Six Days Seven Nights,Six Days Seven Nights,1998.0,102.0,"Action,Adventure,Comedy",tt0120828,"6 jours, 7 nuits",0,5.9,80106,nm0718645,director,Ivan Reitman
tt0251075,movie,Evolution,Evolution,2001.0,101.0,"Comedy,Sci-Fi",tt0251075,Évolution,0,6.1,131726,nm0718645,director,Ivan Reitman
tt0465624,movie,My Super Ex-Girlfriend,My Super Ex-Girlfriend,2006.0,96.0,"Comedy,Romance,Sci-Fi",tt0465624,Ma super ex,0,5.2,65493,nm0718645,director,Ivan Reitman
tt1411238,movie,No Strings Attached,No Strings Attached,2011.0,108.0,"Comedy,Romance",tt1411238,Sex Friends,0,6.2,235458,nm0718645,director,Ivan Reitman
tt2223990,movie,Draft Day,Draft Day,2014.0,110.0,"Drama,Sport",tt2223990,Le Pari: Draft Day,0,6.8,62661,nm0718645,director,Ivan Reitman
tt0095145,movie,Feds,Feds,1988.0,82.0,"Comedy,Crime",tt0095145,Deux filles au FBI,0,5.4,3239,nm0325175,director,Daniel Goldberg
tt0089907,movie,The Return of the Living Dead,The Return of the Living Dead,1985.0,91.0,"Comedy,Horror,Sci-Fi",tt0089907,Le retour des morts vivants,0,7.3,63932,nm0639321,director,Dan O'Bannon
tt0069945,movie,Dark Star,Dark Star,1974.0,83.0,"Comedy,Sci-Fi",tt0069945,Dark Star - L'étoile noire,0,6.2,25634,nm0000118,director,John Carpenter
tt0074156,movie,Assault on Precinct 13,Assault on Precinct 13,1976.0,91.0,"Action,Crime,Thriller",tt0074156,Assaut,0,7.3,52497,nm0000118,director,John Carpenter
tt0077651,movie,Halloween,Halloween,1978.0,91.0,"Horror,Thriller",tt0077651,La Nuit des masques,0,7.7,287006,nm0000118,director,John Carpenter
tt0080749,movie,The Fog,The Fog,1980.0,89.0,"Horror,Thriller",tt0080749,Fog,0,6.8,77398,nm0000118,director,John Carpenter
tt0082340,movie,Escape from New York,Escape from New York,1981.0,99.0,"Action,Adventure,Sci-Fi",tt0082340,New York 1997,0,7.1,147809,nm0000118,director,John Carpenter
tt0084787,movie,The Thing,The Thing,1982.0,109.0,"Horror,Mystery,Sci-Fi",tt0084787,The Thing,0,8.2,434952,nm0000118,director,John Carpenter
tt0088172,movie,Starman,Starman,1984.0,115.0,"Romance,Sci-Fi",tt0088172,Starman,0,7.0,49073,nm0000118,director,John Carpenter
tt0090728,movie,Big Trouble in Little China,Big Trouble in Little China,1986.0,99.0,"Action,Adventure,Comedy",tt0090728,Les aventures de Jack Burton dans les griffes du Mandarin,0,7.2,145426,nm0000118,director,John Carpenter
tt0093777,movie,Prince of Darkness,Prince of Darkness,1987.0,102.0,Horror,tt0093777,Prince des ténèbres,0,6.7,46507,nm0000118,director,John Carpenter
tt0096256,movie,They Live,They Live,1988.0,94.0,"Action,Horror,Sci-Fi",tt0096256,Invasion Los Angeles,0,7.2,134837,nm0000118,director,John Carpenter
tt0104850,movie,Memoirs of an Invisible Man,Memoirs of an Invisible Man,1992.0,99.0,"Comedy,Romance,Sci-Fi",tt0104850,Les aventures d'un homme invisible,0,6.0,25796,nm0000118,director,John Carpenter
tt0113409,movie,In the Mouth of Madness,In the Mouth of Madness,1994.0,95.0,"Drama,Fantasy,Horror",tt0113409,L'antre de la folie,0,7.1,73172,nm0000118,director,John Carpenter
tt0116225,movie,Escape from L.A.,Escape from L.A.,1996.0,101.0,"Action,Adventure,Sci-Fi",tt0116225,Los Angeles 2013,0,5.7,77134,nm0000118,director,John Carpenter
tt0120877,movie,Vampires,Vampires,1998.0,108.0,"Action,Horror,Thriller",tt0120877,Vampires,0,6.1,61035,nm0000118,director,John Carpenter
tt1369706,movie,The Ward,The Ward,2010.0,89.0,"Horror,Mystery,Thriller",tt1369706,The Ward: L'hôpital de la terreur,0,5.5,43480,nm0000118,director,John Carpenter
tt0069966,movie,Detroit 9000,Detroit 9000,1973.0,106.0,"Action,Crime,Drama",tt0069966,S.O.S. Black Guns,0,6.3,1090,nm0548769,director,Arthur Marks
